一行出去就係泳池，再行出啲就係沙灘。	一行出去就係泳池，再行出Ｄ就係沙灘！
呢種狗身上有好多黑色嘅斑點。	這種狗身上有很多黑點。
有無人知道金鐘添華道係點去㗎	有沒有人知道金鐘添華道是怎麼去的
第一次的眼神觸碰並不是巧合	第一次的眼神觸碰並不是巧合
你再逼我，我就爆晒你啲嘢出嚟	你要是再逼我，我就把你的那些事全抖出來
無論	不管、無論如何
《 婦女系英雄 》 帶我走遍世界 。	「 女人是英雄 」 這計畫 讓我走到世界各地 。
其他考慮因素包括風險或者銀行嘅貸款政策	其他考慮因素包括風險或者銀行的貸款政策
樹椏	樹枝椏
過重書包對學童背部嘅傷害引人關注。	人們對沉重的包包對兒童背部造成的傷害表示擔憂。
我哋利用空格欄位嘅尺寸 提示資料應有嘅長短 並且有文字引導佢哋分享	我們利用空格欄位的大小 來建議資料的適當長短 ， 並用提示問題指導他們 ， 鼓勵大家分享 。
市井流言話呢個大富豪謀殺咗佢太太喎。	有傳言說那個富翁殺了他的妻子。
個雪櫃乜都冇，煮乜鬼飯	冰箱裡什麼都沒有，做什麼飯哪
普通人唔係咁易攞得起嘅	普通人不是那麼容易拿得起的
今日梗落雨㗎。	今天肯定會下雨。
你唔好喺呢度攪嘢！	別在這裡惹事！
冇心機	沒心情
輪	按次序等待
天氣預報講聽日會翻風落雨	天氣預報說明天會颳風下雨
以幫助打造開放源碼的語音資料庫	以幫助打造開放源碼的語音資料庫
罌告買咗份禮物畀你。	叔叔給你買了禮物。
呢個特工搖身一變，由男人變咗個老女人。	在化妝和道具的幫助下，特工變身為老太太。
閃開啲係啦，使乜咁惡爺	躲開一點就是了，用不著這麼兇
佢成日戳晒樣噉，以為自己好型?	他總是努力裝酷，他覺得自己很酷嗎？
褲髀	褲腿
「一百蚊三件，要唔要？」「殺你。」	“三個一百元，成交嗎？” “交易。”
係啊。嗱，譬如你-我唔知點樣。即係我嗰個-嗰個即係溝通係點樣，或者嗰個策略係點。	是啊。，譬如你-我不知道怎樣。就是我那個-那個就是溝通是怎樣，也許那個策略是怎樣。
阿明喺上次套戲演咗個男主角之後就抽離唔到。	阿明自從在上一部電影中扮演男主後，就一直無法脫離男主。
邊個啊？豬仔嘔呀？	誰啊？小豬嘔吐啊？
我哋而家喺候補名單裏面，未必可以落場比賽。	我們在候補名單中，所以我們可能無法參加比賽。
呢幾日天氣真係好涼浸浸。	這幾天天氣真是涼爽宜人。
據估計 ， 樂高生產咗超過四千億嚿積木 平均全球每個人有 75 嚿積木	大約估計了一下 ， 樂高生產了超過四千億個積木 平均全球每個人擁有 75 塊積木
菂息	小巧
呢棟樓要喺十二月之前起貨	這棟大樓要在12月以前完工
con佢！	和他一起玩“快樂角”吧！
我參加咗賽馬會黃石水上活動中心嘅獨木舟課程。	我參加了賽馬會黃石水上活動中心的獨木舟課程。
佢哩哩嚹嚹四個餸一個湯就煮好晒。	一下子就做好了四菜一湯。
多謝	謝謝 !
一於係噉啦	就這樣吧
佢仲有一條 18 尺長嘅蛇尾連住幅畫	然後她有著一個 18 英尺的蛇尾 ， 來連接 「 三聯畫 」 。
我地时间快到了	因為我們的時間到了
化悲憤為力量	讓悲傷成為前進的動力
哦！噉因為其-佢哋未夠十六歲嗰啲呢，賣哩啲都唔會話拉去坐監吖嗎。噉所以咪變咗大部份都係啲靚仔做囖。	哦！因爲其-他們不夠十六歲那些呢，賣哩一點都會說拉去坐牢嗎。所以別變了大部份都是這些帥哥做。
仲有就係 ， 你用嘅唔同設備可以比你擁有唔同類型嘅時間 。	另一個延伸的概念就是 事實上每個我們使用的每個裝置都是一種時間
你又走學啊？唔怕阿蛇知啊？	你又逃課了？ 不怕老師知道嗎？
早一輪我去南丫島搵個朋友，但都係一樣，得個逼字。	前段時間去南丫島看朋友，還是老樣子，人山人海。
講起工作 就先要講企業家	如果各位要談論工作 那麼就要談談那些創業者
佢係呢間舖頭嘅少東嚟㗎。	他是店主的兒子。
沙士爆發期間，有唔少嘅醫謢人員中咗招。	非典爆發期間，許多醫護人員被感染。
衝鋒陷陣	衝鋒並突破敵人防線
因住條腰呀！	小心你的腰啊！
我一日放三次狗㗎。	我每天遛狗三次。
一見佢冇晒錢，佢老婆就跟人走路。	他一沒錢，老婆就跟別的男人跑了。
明眼人一睇都知佢係替死鬼啦！	明眼人一看就知道是替罪羊！
佢住喺南丫島一間村屋。	他住在南丫島的一間村屋。
或者真實的反映我們想成為點樣 ， 又或者應該系點樣 ？	或者真實的反映了我們想要成爲的樣子 ， 或者應該成爲的樣子嗎 ？
即係你會係珍惜同事之間嗰個工作關係，同埋裏邊得到嘅樂趣係多過實質上喺你嘅即係個人嘅事業嘅推進？	就是你會是珍惜同事之間那個工作關係，和裏邊得到的樂趣是多過實質上在你的就是個人的事業的推進？
今天既然有能力，就把一切追回來！	今天既然有能力，就把一切追回來！
佢鐘意講人是非，好多人都俾佢抹黑㗎。	他喜歡八卦別人，很多人都被他抹黑過。
欄河	欄杆
必然	必然的
拜案	結拜
黑麻麻	黑咕隆咚
冇人騷佢	沒人理睬他
現在硬要把全部人口推到最頂	現在硬要把全部人口推到最頂
佢啲珍藏A片畀女朋友del曬，所以咪屌曬鬼囉。	他的女友刪除了他的個人色情收藏。 這就是他發洩怒火的原因。
目的地係日本。	目的地是日本。
冇啊，佢就。	沒有啊，他就。
再沒有青年時候的慷慨激昂的意思了。	再沒有青年時候的慷慨激昂的意思了。
極之討厭	極其噁心
廣南（集團）	廣南（集團）
門檻	門檻值
佢老公好難飛出佢手指罅。	她的丈夫很難擺脫她的控制。
Frank Russakoff 有好嚴重嘅抑鬱症 應該話我係從來未喺 任何一個男人身上見過嘅	法蘭克得了非常糟糕的憂鬱症 ， 也許是我所見過最嚴重的病患 。
八號風球好大風，愉景灣璧如徑依家橫風橫雨	八號風球很大風，愉景灣璧如徑現在橫風橫雨
你知唔知點去荃灣定國街嗰間缽仔糕	你知道嗎？怎麼去荃灣定國街那間鉢兒子糕
有一次我睇報紙呢，話財經，誒，係唔係叫經濟日報，係嘞。噉𠻺入邊有一個專欄呢，有作家佢就講佢自己呢，攞一萬蚊出來做本金喎。跟住呢，就哎吔去炒股票囖。炒咗一年度啊，就而家已經有成，誒，三十幾萬，佢話。	有一次我看報紙呢，說財經，淘氣，是不是叫經濟日報，是嘞。即裏面有一個專欄呢，有作家他就說他自己呢，攞一萬元出來做本金。接着呢，就哎喲去炒股票嫋。炒了一年裏啊，就現在已經已經成了，噓，三十幾萬，她說。
煲	用沙鍋燒煮
前鋒	前鋒
語言並唔係幾個單字拼湊埋一齊	所以 ， 如果我說 ， “ 自由 ， 尊嚴 ， 獨立 （ 英語 ） ”
兩夫妻有咩唔講得吖。	夫妻之間沒有什麼不能談的。
經濟衝擊 係國家層面上 ， 好多方面都係排最後	經濟成長或衰退 ， 可能會影響到國家的許多層面 ，
心目中	在一個人的腦海裡
冇錯 ， 呢度全年晴天日數 高達 300 日 ， 陽光充沛 所以 ， 我哋要利用太陽能製造水	因此我們將使用這種可再生能源 ， 製造我們極需的淡水 。
咁 ， 到依家綠地組織 已經設立咗可能廿個園圃	因此Ｇreen Grounds已經種了 大概 20 個菜園 。
再唔注入資金，呢個工程都幾踢腳	如果再不注入資金，這工程就難辦了
意會，意會佢哋係兩姊妹。	意會，意會他們是兩姐妹。
多元化	多樣化
攬	摟
唔係。佢係整一盆俾你𡃉。	不是的。他是整一盆給你贏。
佢呢幾日面色唔好，好可能病咗喇。	這幾天他的臉色不太好。 他很可能生病了。
行政會議非官守議員召集人	行政會議非官方召集人
身歷聲	立體聲
誒，我覺得唔會囖。	淘氣，我覺得不會贏。
香港人嘅優良傳統	香港人的共性
籮底橙唔會有好嘢	挑剩的東西，不會有好的
佢地唔喺處，啱啱走咗喇！	他們不在這裡。 他們剛剛離開！
佢啱啱病好，仲好瘦削	他剛剛病好，還很瘦弱
提返	增加
佢食完海鮮之後過敏，而家扯晒蝦。	他現在因吃海鮮後的過敏反應而氣喘吁籲。
一嚿飯	一坨米飯
會計	會計師、財務專家
景轟	曖昧的事
造化弄人	人類是命運的傻瓜
做乜嘢搞張噉嘅嘢啊？	爲什麼搞張這樣的東西啊？
佢好鍾意收集名人嘅簽名。	他喜歡收集名人的簽名。
呢個人性格有啲問題。	那個人的性格很奇怪。
我check過晒喇	我查過了
座駕	私人小汽車
化療之後，腫瘤明顯萎縮咗。	進行化療後，腫瘤明顯縮小。
去閻羅王處報到	下地獄
英年早逝	英年早逝
佢喺醫院瞓咗兩日就已經行得走得，好得好快。	住院兩天，他的身體就可以活動自如了，恢復的也很快。
搲住佢唔放	抓住某人
轉堂嘅時候，佢哋喺度高談闊論緊老師嘅壞話。	在課間休息時，他們公開說老師的壞話。
佢見緊客。	他正在見他的客戶。
細細聲噉講	小聲地說
打白鴿轉	兜一圈兒又回來
表姐放學去左跑馬地綿發街公園打韆鞦	表姐放學去跑馬地綿發街公園盪鞦韆
但到呢一刻 我真心希望一個人冇睇到呢場演講	即便如此 ， 我仍強烈希望她現在沒有看這個演講 即便如此 ， 我仍強烈希望她現在沒有看這個演講
佢成日都口痕，亂咁講嘢。	她沉迷於毫無意義的談話和不恰當的話。
佢咬我一啖。	他咬了我一口，或者他咬了我一口。
車禍中一名中年女子身亡。	一名中年婦女出車禍身亡。
滾水淥甩咗皮	開水燙得皮脫落了
公帑	公款
票房毒藥	票房失敗
同埋-即係我覺得佢生出來嗰啲呢係好-好啲𡃉喎。	和-就是我覺得他生出來那些這是好-好一點淘氣。
右邊	右邊
佛系上車法就係唔儲錢，緣份到喇喎，咪上到車。	買第一套房子的“佛系”方式是知足常樂，不存一分錢。 運氣好時，您將得到您的公寓。
為	為了、為人民服務
同上	同樣
最好	最好
合唱團	唱詩班
警察琴晚喺旺角搗破一個冇牌酒吧。	警方昨晚在旺角搗毀一間無牌酒吧。
其實有菲姐喺屋企淨係最多提供多咗畀小朋友講英文嘅機會，佢唔可以算係佢哋嘅英文老師。	事實上，你家裡最多有一個菲律賓家庭傭工，只會增加你為孩子提供說英語的機會。 她不能被認為是他們的英語老師。
按照英文字母排列	按英文字母排序
唔好提啦	不要說了
我有一百萬美元。	我有一百萬美元。
去公共廁所係一個好痛苦嘅經驗	使用公廁是痛苦至極的經驗 。
救	救援
喇啩？	了吧？
制	抑制
嗰個大嬸扮鬼扮馬好得意	那個大嬸裝神弄鬼很可愛
佢父母唔鍾意嗰個女仔，逼佢哋斬纜。	他的父母不喜歡他的女朋友，並強迫他與她分手。
有隻烏蠅摟喺你碗白飯上。	一隻蒼蠅落在了你的米飯上。
佢份人富有幽默感，同佢一齊唔會悶。	他真是個有趣的人。 當你和他在一起時，你不會感到無聊。
承惠	多承惠顧
亞爸喺元朗百花路買左三磅士多啤梨返屋企	爸爸在元朗百花路買了三磅小商店梨回家
肥頭耷耳	肥頭大耳
畀人鼠咗入嚟都唔知	讓別人溜了進來也不知道
（ 笑聲 ） 你知我從中學到乜嘢 ？	（ 大笑 ） 知道我從中學到什麼嗎 ？
搭膊頭	把手放在某人的肩膀上
今日天氣好，何文田游泳池人山人海。	今天天氣好，何文田游泳池人山人海。
五嘅二次方	五的二的次方
係啊好細個，（你知唔知）我啲頭髮又唔係好重嗰隻啊。即係比較輕啲，同埋有少少攣攣哋噉樣呢。	是啊很小，（你知道嗎？）我的頭髮又不是很重那隻啊。就是比較輕點，還有一點彎的那樣呢。
個個禮拜都有人喺呢個位賣旗。	每週都有旗幟在這個地方出售。
拎住張自己人做嘅民調就打晒飛機以為自己真係排第二。	他們拍拍自己的背，因為他們在自己進行的民意調查中排名第二。
申請資助需要入息審查。	申請補貼需要進行收入評估。
風涼水冷梗係住得越高越好啦	風涼水冷當然住得越高越好啦
你有邊度唔舒服呀？	你有哪裏不舒服嗎？
嗰間公司執咗好耐啦。	那家公司很久以前就倒閉了。
是但幫我揀一件	隨便幫我挑一件
冇得彈	無可指摘
今時今日，噉嘅服務態度係唔得㗎。	在這個時代，這樣的服務是不可接受的。
治標唔治本	從表面上而不是從根本上解決問題
爆炸釋放出來嘅熱量引發地面森林大火 而且衝擊波將幾百平方英里嘅樹推倒	爆炸所產生的熱量 點燃了下面的森林 , 衝擊波 震到了幾百平方米的 樹 , 厲害嗎 ？
芹菜同埋全麥食品呢類纖維食物 消化嘅時候需要更多嘅能量 所以如果芹菜同埋薯片都含有 100 卡 食完芹菜之後會比食薯片獲得更少熱量	芹菜和全麥等富含膳食纖維的食物 要用上更多的能量來消化 所以實際上比起享用 100 大卡的洋芋片 享用 100 大卡的芹菜 你會獲得較少的能量做結
冇得計𡃉。	沒辦法。
多得你唔少	多虧你不少
而且 ， 唔好當成植入網絡病毒咁簡單 唔好以為隨時隨地㩒個掣 全世界嘅電腦瞬間就會爆炸	此外 ， 遠遠超出像把互聯網病毒注入世界 ， 只要按個按鈕 ， 頃刻之間病毒就會散播各處 ， 所有地方的筆電開始當機 。
不如去食啲嘢囉	不如去喫點東西
我帶我的自我做心理治療 。	我帶我的自我去心理諮詢
馬路到有好多車往來。	街道上的汽車來來往往。
佢哋行到㗾㗾聲。	他們邊走邊喘氣。
實事求事咁解決紥營嘅問題	實事求事地解決紮營的問題
我未見過一個妹妹仔好似你咁認真。	我從未見過像你這樣認真的年輕女孩。
將	把
列斯以零比二不敵利物浦。	利茲以2-0的比分被利物浦擊敗。
唔識。嗰個就。	不懂。那個就。
係喎，唉！慘嘞，我有兩個同學舊-舊時啲同學生日呢我都未買嘢送俾佢哋。	是啊，唉！慘了，我有兩個同學舊-過去的同學生日呢我還沒買東西送給他們。
同我一樣 ， 佢亦係伊巴丹大學嘅校友 係喺獨立時代 受過教育嘅年輕精英	和我一樣 ， 他也是 伊巴丹大學的校友 ， 在獨立時代中受教育的年輕菁英 。
